Player,Shot,Point,Game,Set,bounce_x_std,bounce_y_std,hit_x_std,hit_y_std,hit_z,Speed (MPH),Type,Stroke,Spin,Bounce Depth,Bounce Zone,Hit Zone,Result,Winner,Hit Depth,Direction,Hit Side,Bounce (x),Bounce (y),Hit (x),Hit (y)
Opponent,5,53,10,2,2.225147,7.735707,4.929688,-1.266913,1.082031,31.588398,in_play,Forehand,Flat,short,deuce,deuce_alley,In,Adi Bitton,out,down the line,far,2.225147,7.735707,-4.929688,25.036913
Adi Bitton,6,53,10,2,-2.708044,1.234613,2.328125,8.373191,1.863281,71.707085,in_play,Forehand,Topspin,deep,ad,deuce,In,Adi Bitton,short,down the line,near,2.708044,22.535387,2.328125,8.373191
Opponent,7,53,10,2,-5.197567,3.440545,-1.759766,-1.220038,1.730469,32.612167,in_play,Backhand,Topspin,deep,ad_alley,ad,Out,Adi Bitton,out,down the line,far,-5.197567,3.440545,1.759766,24.990038
Adi Bitton,8,53,10,2,0.855469,5.022394,-3.744141,-0.212747,2.732422,38.012379,in_play,Backhand,Slice,deep,deuce,ad,In,Adi Bitton,deep,down the line,near,-0.855469,18.747606,-3.744141,-0.212747
Opponent,1,54,10,2,-2.956648,6.811791,-1.168945,0.092462,2.398438,78.355743,first_serve,Serve,Slice,short,ad,ad,In,Adi Bitton,deep,out wide,far,-2.956648,6.811791,1.168945,23.677538
Adi Bitton,2,54,10,2,0.049515,0.328376,-4.539062,-0.876809,1.242188,66.785561,first_return,Backhand,Topspin,deep,deuce,ad_alley,In,Adi Bitton,out,down the line,near,-0.049515,23.441624,-4.539062,-0.876809
Opponent,3,54,10,2,-3.439263,-1.305464,-0.229736,-0.048163,0.535156,51.81818,serve_plus_one,Forehand,Flat,out,ad,ad,Out,Adi Bitton,deep,inside out,far,-3.439263,-1.305464,0.229736,23.818163
Opponent,1,55,10,2,0.23752,8.344647,1.139648,-0.532538,2.310547,72.334694,first_serve,Serve,Slice,short,deuce,deuce,In,Adi Bitton,deep,down the T,far,0.23752,8.344647,-1.139648,24.302538
Adi Bitton,2,55,10,2,-0.632997,2.433126,-0.096863,-2.236185,1.142578,56.502029,first_return,Backhand,Flat,deep,ad,ad,In,Adi Bitton,out,cross court,near,0.632997,21.336874,-0.096863,-2.236185
Opponent,3,55,10,2,-2.193583,4.624308,-0.771484,-0.376288,1.410156,48.243114,serve_plus_one,Backhand,Topspin,deep,ad,ad,In,Adi Bitton,deep,cross court,far,-2.193583,4.624308,0.771484,24.146288
Adi Bitton,4,55,10,2,-1.824267,5.492977,-2.556641,-1.415872,1.211914,64.375328,return_plus_one,Backhand,Topspin,short,ad,ad,In,Adi Bitton,out,cross court,near,1.824267,18.277023,-2.556641,-1.415872
Opponent,5,55,10,2,-1.246247,6.131359,-3.396484,-1.126288,0.854492,54.815308,in_play,Backhand,Topspin,short,ad,ad,In,Adi Bitton,deep,cross court,far,-1.246247,6.131359,3.396484,24.896288
Adi Bitton,6,55,10,2,0.314358,3.063541,-2.5625,-0.134622,1.196289,35.375187,in_play,Backhand,Slice,deep,deuce,ad,In,Adi Bitton,deep,down the line,near,-0.314358,20.706459,-2.5625,-0.134622
Opponent,7,55,10,2,-2.117188,12.109375,1.487305,0.029962,1.076172,35.397884,in_play,Forehand,Topspin,short,deuce,deuce,Net,Opponent,deep,cross court,far,-2.117188,12.109375,-1.487305,23.740038
Opponent,1,56,10,2,-3.652556,7.15263,-1.371094,-0.157538,2.419922,62.19931,first_serve,Serve,Slice,short,ad,ad,In,Opponent,deep,out wide,far,-3.652556,7.15263,1.371094,23.927538
Adi Bitton,2,56,10,2,2.732899,3.544181,-5.101562,0.318503,1.249023,56.519558,first_return,Backhand,Topspin,deep,deuce,ad_alley,In,Opponent,deep,down the line,near,-2.732899,20.225819,-5.101562,0.318503
Opponent,3,56,10,2,0.910945,5.238424,1.486328,-0.954413,1.355469,38.559944,serve_plus_one,Forehand,Slice,deep,deuce,deuce,In,Opponent,deep,cross court,far,0.910945,5.238424,-1.486328,24.724413
Adi Bitton,4,56,10,2,3.223683,3.422147,1.536133,1.138816,1.044922,36.290718,return_plus_one,Forehand,Slice,deep,deuce,deuce,In,Opponent,deep,cross court,near,-3.223683,20.347853,1.536133,1.138816
Opponent,5,56,10,2,0.527832,8.789062,4.054688,-1.891913,1.115234,50.956329,in_play,Forehand,Flat,short,deuce,deuce,In,Opponent,out,cross court,far,0.527832,8.789062,-4.054688,25.661913
Adi Bitton,6,56,10,2,-0.527317,1.966669,0.527832,8.263816,0.912109,18.186579,in_play,Volley,Flat,deep,ad,deuce,In,Opponent,short,down the line,near,0.527317,21.803331,0.527832,8.263816
Opponent,7,56,10,2,-2.962626,0.673458,-0.628418,1.529962,1.558594,32.375259,in_play,Backhand,Flat,deep,ad,ad,In,Opponent,deep,cross court,far,-2.962626,0.673458,0.628418,22.240038
Adi Bitton,8,56,10,2,-1.191225,8.136282,-1.220703,4.877097,2.564453,26.920269,in_play,Backhand,Topspin,short,ad,ad,In,Opponent,deep,cross court,near,1.191225,15.633718,-1.220703,4.877097
Opponent,9,56,10,2,-0.107768,9.07918,-1.44043,5.561212,2.111328,50.674412,in_play,Backhand,Slice,short,ad,ad,In,Opponent,short,cross court,far,-0.107768,9.07918,1.44043,18.208788
Opponent,1,57,10,2,3.12233,5.835792,1.271484,-0.610663,2.160156,80.500252,first_serve,Serve,Flat,short,deuce,deuce,In,Opponent,deep,out wide,far,3.12233,5.835792,-1.271484,24.380663
Adi Bitton,2,57,10,2,-2.719206,0.526319,3.544922,-0.423684,1.176758,41.502922,first_return,Forehand,Slice,deep,ad,deuce,In,Opponent,deep,down the line,near,2.719206,23.243681,3.544922,-0.423684
Opponent,3,57,10,2,-0.874414,0.856355,-2.554688,-0.751288,1.121094,42.128876,serve_plus_one,Backhand,Topspin,deep,ad,ad,In,Opponent,deep,cross court,far,-0.874414,0.856355,2.554688,24.521288
Adi Bitton,4,57,10,2,1.429582,5.498621,-1.077148,-2.697122,1.554688,53.821033,return_plus_one,Forehand,Topspin,short,deuce,ad,In,Opponent,out,inside in,near,-1.429582,18.271379,-1.077148,-2.697122
Opponent,5,57,10,2,2.950995,4.462955,1.908203,-0.251288,1.029297,54.863285,in_play,Forehand,Topspin,deep,deuce,deuce,In,Opponent,deep,cross court,far,2.950995,4.462955,-1.908203,24.021288
Adi Bitton,6,57,10,2,-0.811035,12.074688,3.888672,-0.939309,1.121094,32.228123,in_play,Forehand,Topspin,short,deuce,deuce,Net,Opponent,out,cross court,near,0.811035,11.695312,3.888672,-0.939309
Opponent,1,58,10,2,-0.74208,5.989794,-0.756836,0.186212,2.308594,79.658707,first_serve,Serve,Flat,short,ad,ad,In,Opponent,deep,down the T,far,-0.74208,5.989794,0.756836,23.583788
Adi Bitton,2,58,10,2,-2.497288,4.289167,-1.830078,-1.212747,1.107422,34.176472,first_return,Forehand,Slice,deep,ad,ad,In,Opponent,out,inside out,near,2.497288,19.480833,-1.830078,-1.212747
Opponent,3,58,10,2,-1.942254,4.767686,-2.859375,1.311212,1.25,65.291611,serve_plus_one,Backhand,Topspin,deep,ad,ad,In,Opponent,deep,cross court,far,-1.942254,4.767686,2.859375,22.458788
Adi Bitton,4,58,10,2,4.838296,11.9575,-3.433594,-1.658059,1.032227,36.066162,return_plus_one,Backhand,Topspin,short,ad_alley,ad,Net,Opponent,out,down the line,near,-4.838296,11.8125,-3.433594,-1.658059
Opponent,1,59,10,2,1.492669,6.877397,1.319336,-0.376288,2.378906,84.30735,first_serve,Serve,Flat,short,deuce,deuce,In,Opponent,deep,down the T,far,1.492669,6.877397,-1.319336,24.146288
Adi Bitton,2,59,10,2,-3.499195,0.010442,2.136719,-1.642434,1.09668,44.201683,first_return,Backhand,Flat,deep,ad,deuce,In,Opponent,out,inside in,near,3.499195,23.759558,2.136719,-1.642434
Opponent,3,59,10,2,-0.368708,0.870389,-2.78125,-1.407538,1.857422,34.573658,serve_plus_one,Backhand,Topspin,deep,ad,ad,In,Opponent,out,cross court,far,-0.368708,0.870389,2.78125,25.177538
Adi Bitton,4,59,10,2,1.172143,5.515758,-1.533203,-3.34556,3.277344,43.920254,return_plus_one,Forehand,Topspin,short,deuce,ad,In,Opponent,out,inside in,near,-1.172143,18.254242,-1.533203,-3.34556
Opponent,5,59,10,2,3.005859,-0.0137,1.69043,0.186212,1.447266,70.830353,in_play,Forehand,Flat,out,deuce,deuce,Out,Opponent,deep,cross court,far,3.005859,-0.0137,-1.69043,23.583788
Adi Bitton,6,59,10,2,-2.96875,16.684062,3.158203,-1.923684,0.835938,63.280273,in_play,Forehand,Topspin,short,deuce,deuce,Net,Opponent,out,cross court,near,2.96875,7.085938,3.158203,-1.923684
Adi Bitton,1,60,11,2,1.110352,12.539062,1.567383,0.373712,2.367188,39.320972,first_serve,Serve,Flat,short,ad,deuce,Net,Opponent,deep,down the T,far,1.110352,12.539062,-1.567383,23.396288
Adi Bitton,1,60,11,2,3.382097,7.510824,1.552734,-0.251288,2.380859,64.600067,second_serve,Serve,Slice,short,deuce,deuce,In,Opponent,deep,out wide,far,3.382097,7.510824,-1.552734,24.021288
Opponent,2,60,11,2,-1.547831,6.347742,4.8125,0.162253,1.318359,46.270947,second_return,Forehand,Topspin,short,ad,deuce_alley,In,Opponent,deep,down the line,near,1.547831,17.422258,4.8125,0.162253
Adi Bitton,3,60,11,2,-2.640625,18.102011,0.884277,2.279962,1.431641,23.668877,serve_plus_one,Forehand,Slice,short,deuce,deuce,Net,Opponent,deep,cross court,far,-2.640625,18.102011,-0.884277,21.490038
Adi Bitton,1,61,11,2,-4.278759,7.893644,-0.486084,0.186212,2.394531,30.420082,first_serve,Serve,Flat,short,ad_alley,ad,Out,Opponent,deep,out wide,far,-4.278759,7.893644,0.486084,23.583788
Adi Bitton,1,61,11,2,-1.175781,12.375,-0.460693,0.170587,2.332031,31.736013,second_serve,Serve,Kick,short,deuce,ad,Net,Opponent,deep,down the T,far,-1.175781,12.375,0.460693,23.599413
Adi Bitton,1,62,11,2,4.113427,7.271795,1.4375,0.186212,2.263672,58.303791,first_serve,Serve,Slice,short,deuce,deuce,In,Opponent,deep,out wide,far,4.113427,7.271795,-1.4375,23.583788
Opponent,2,62,11,2,2.59375,5.55125,4.226562,2.52944,1.880859,29.498041,first_return,Forehand,Topspin,short,deuce,deuce_alley,In,Opponent,deep,down the line,near,-2.59375,18.21875,4.226562,2.52944
Adi Bitton,3,62,11,2,-1.198947,8.100638,2.59375,4.342462,1.327148,69.935791,serve_plus_one,Overhead,Flat,short,ad,deuce,In,Opponent,short,---,far,-1.198947,8.100638,-2.59375,19.427538
Opponent,4,62,11,2,-2.964235,0.37272,0.006893,-1.306497,0.589355,46.148518,return_plus_one,Backhand,Flat,deep,ad,center_line,In,Adi Bitton,out,down the line,near,2.964235,23.39728,0.006893,-1.306497
Adi Bitton,1,63,11,2,-3.442564,5.703974,-0.504395,-0.345038,2.345703,90.967247,first_serve,Serve,Flat,short,ad,ad,In,Adi Bitton,deep,out wide,far,-3.442564,5.703974,0.504395,24.115038
Opponent,2,63,11,2,2.577357,2.993305,-4.730469,-0.822122,0.977051,54.861752,first_return,Backhand,Topspin,deep,deuce,ad_alley,In,Adi Bitton,out,down the line,near,-2.577357,20.776695,-4.730469,-0.822122
Adi Bitton,3,63,11,2,2.340056,1.348155,2.220703,-0.688788,1.177734,59.356155,serve_plus_one,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,deep,cross court,far,2.340056,1.348155,-2.220703,24.458788
Opponent,4,63,11,2,-2.9375,17.941788,2.974609,-2.447122,1.167969,28.719839,return_plus_one,Forehand,Slice,short,deuce,deuce,Net,Adi Bitton,out,cross court,near,2.9375,5.828212,2.974609,-2.447122
Adi Bitton,1,64,11,2,4.331635,7.284451,1.537109,-0.063788,2.355469,62.519272,first_serve,Serve,Slice,short,deuce_alley,deuce,Out,Adi Bitton,deep,out wide,far,4.331635,7.284451,-1.537109,23.833788
Adi Bitton,1,64,11,2,1.625631,8.191914,1.487305,-0.032538,2.332031,53.784943,second_serve,Serve,Slice,short,deuce,deuce,In,Adi Bitton,deep,down the T,far,1.625631,8.191914,-1.487305,23.802538
Opponent,2,64,11,2,2.216221,2.066591,3.490234,-0.400247,1.115234,50.095215,second_return,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,deep,cross court,near,-2.216221,21.703409,3.490234,-0.400247
Adi Bitton,3,64,11,2,4.088824,2.659149,3.253906,-1.048163,1.705078,53.108131,serve_plus_one,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,deep,cross court,far,4.088824,2.659149,-3.253906,24.818163
Opponent,4,64,11,2,-2.357422,16.729178,3.533203,8.513816,3.097656,13.794386,return_plus_one,Forehand,Topspin,short,deuce,deuce,Net,Opponent,short,cross court,near,2.357422,7.040822,3.533203,8.513816
Adi Bitton,1,65,11,2,-0.584668,4.427354,-0.32959,0.217462,2.441406,61.555473,first_serve,Serve,Kick,deep,ad,ad,Out,Opponent,deep,down the T,far,-0.584668,4.427354,0.32959,23.552538
Adi Bitton,1,65,11,2,-1.843649,7.988235,-0.446533,0.717462,2.369141,51.640388,second_serve,Serve,Kick,short,ad,ad,In,Opponent,deep,down the T,far,-1.843649,7.988235,0.446533,23.052538
Opponent,2,65,11,2,1.53875,0.001171,-2.207031,-0.790872,1.511719,60.597881,second_return,Forehand,Flat,deep,deuce,ad,In,Opponent,out,inside in,near,-1.53875,23.768829,-2.207031,-0.790872
Adi Bitton,3,65,11,2,-3.148154,4.754905,2.089844,-0.204413,0.896973,45.856346,serve_plus_one,Forehand,Topspin,deep,ad,deuce,In,Opponent,deep,down the line,far,-3.148154,4.754905,-2.089844,23.974413
Opponent,4,65,11,2,-3.034087,6.202104,-2.634766,-0.173684,0.908203,49.976192,return_plus_one,Backhand,Topspin,short,ad,ad,In,Adi Bitton,deep,cross court,near,3.034087,17.567896,-2.634766,-0.173684
Adi Bitton,1,66,11,2,-2.556207,6.596713,-0.427734,0.029962,2.355469,51.192886,first_serve,Serve,Flat,short,ad,ad,In,Adi Bitton,deep,out wide,far,-2.556207,6.596713,0.427734,23.740038
Opponent,2,66,11,2,-1.296004,4.461107,-2.53125,-1.009622,1.082031,46.988918,first_return,Backhand,Flat,deep,ad,ad,In,Adi Bitton,out,cross court,near,1.296004,19.308893,-2.53125,-1.009622
Adi Bitton,3,66,11,2,-1.084653,5.459619,-2.728516,0.123712,1.324219,45.590374,serve_plus_one,Backhand,Topspin,deep,ad,ad,In,Adi Bitton,deep,cross court,far,-1.084653,5.459619,2.728516,23.646288
Opponent,4,66,11,2,-2.342035,3.28614,-2.015625,-1.931497,1.154297,53.174091,return_plus_one,Backhand,Topspin,deep,ad,ad,In,Adi Bitton,out,cross court,near,2.342035,20.48386,-2.015625,-1.931497
Adi Bitton,5,66,11,2,-2.162255,3.975853,-3.455078,-2.220038,1.818359,43.898758,in_play,Backhand,Topspin,deep,ad,ad,In,Adi Bitton,out,cross court,far,-2.162255,3.975853,3.455078,25.990038
Opponent,6,66,11,2,-0.887537,7.054147,-3.136719,-0.876809,1.511719,56.450008,in_play,Backhand,Flat,short,ad,ad,In,Adi Bitton,out,cross court,near,0.887537,16.715853,-3.136719,-0.876809
Adi Bitton,7,66,11,2,3.244141,3.015625,-2.341797,0.358087,1.507812,36.450729,in_play,Backhand,Slice,deep,deuce,ad,In,Adi Bitton,deep,down the line,far,3.244141,3.015625,2.341797,23.411913
Opponent,8,66,11,2,1.718431,0.001632,3.482422,1.287253,0.931641,43.865295,in_play,Forehand,Slice,deep,deuce,deuce,In,Adi Bitton,deep,cross court,near,-1.718431,23.768368,3.482422,1.287253
Adi Bitton,9,66,11,2,-0.573311,1.233241,2.402344,-0.001288,0.874512,38.543213,in_play,Forehand,Topspin,deep,ad,deuce,In,Adi Bitton,deep,down the line,far,-0.573311,1.233241,-2.402344,23.771288
Opponent,10,66,11,2,-3.980918,0.842042,-0.352539,-3.525247,1.46875,40.54546,in_play,Backhand,Topspin,deep,ad,ad,In,Adi Bitton,out,cross court,near,3.980918,22.927958,-0.352539,-3.525247
Adi Bitton,11,66,11,2,-0.300449,2.913521,-3.494141,0.592462,3.316406,29.759415,in_play,Backhand,Slice,deep,ad,ad,In,Adi Bitton,deep,cross court,far,-0.300449,2.913521,3.494141,23.177538
Opponent,12,66,11,2,-3.310131,2.017353,-0.930664,-1.658059,1.556641,45.294079,in_play,Forehand,Topspin,deep,ad,ad,In,Adi Bitton,out,inside out,near,3.310131,21.752647,-0.930664,-1.658059
Adi Bitton,13,66,11,2,-1.393259,4.598915,-3.847656,-2.095038,2.550781,35.467197,in_play,Backhand,Topspin,deep,ad,ad,In,Adi Bitton,out,cross court,far,-1.393259,4.598915,3.847656,25.865038
Opponent,14,66,11,2,-0.909121,5.489454,-0.978027,1.654441,1.835938,57.60215,in_play,Backhand,Topspin,short,ad,ad,In,Adi Bitton,deep,cross court,near,0.909121,18.280546,-0.978027,1.654441
Adi Bitton,15,66,11,2,-1.703151,5.981524,-1.599609,-1.391913,1.091797,51.180801,in_play,Backhand,Topspin,short,ad,ad,In,Adi Bitton,out,cross court,far,-1.703151,5.981524,1.599609,25.161913
Opponent,16,66,11,2,-2.039141,3.427276,-2.839844,-0.720559,0.996094,47.672234,in_play,Backhand,Topspin,deep,ad,ad,In,Adi Bitton,out,cross court,near,2.039141,20.342724,-2.839844,-0.720559
Adi Bitton,17,66,11,2,-2.211726,4.791178,-3.144531,-0.923163,2.101562,53.748878,in_play,Backhand,Topspin,deep,ad,ad,In,Adi Bitton,deep,cross court,far,-2.211726,4.791178,3.144531,24.693163
Opponent,18,66,11,2,2.677734,16.576336,-3.009766,-1.298684,1.168945,38.302082,in_play,Backhand,Topspin,short,ad,ad,Net,Opponent,out,cross court,near,-2.677734,7.193664,-3.009766,-1.298684
Opponent,1,67,12,2,0.564952,6.231641,0.459229,0.552878,2.300781,83.228394,first_serve,Serve,Flat,short,deuce,deuce,In,Opponent,deep,down the T,near,-0.564952,17.538359,0.459229,0.552878
Adi Bitton,2,67,12,2,2.557765,1.386024,0.723145,0.092462,2.089844,34.407555,first_return,Backhand,Flat,deep,deuce,deuce,In,Opponent,deep,inside out,far,2.557765,1.386024,-0.723145,23.677538
Opponent,3,67,12,2,3.862587,0.009866,2.650391,-1.415872,1.503906,56.512753,serve_plus_one,Forehand,Flat,deep,deuce,deuce,In,Opponent,out,cross court,near,-3.862587,23.760134,2.650391,-1.415872
Adi Bitton,4,67,12,2,-0.573901,-0.930162,4.339844,-1.657538,0.916992,35.974644,return_plus_one,Forehand,Flat,out,ad,deuce_alley,Out,Opponent,out,down the line,far,-0.573901,-0.930162,-4.339844,25.427538
Opponent,1,68,12,2,-1.993268,5.589298,-1.611328,-0.173684,2.490234,91.343376,first_serve,Serve,Slice,short,ad,ad,In,Opponent,deep,down the T,near,1.993268,18.180702,-1.611328,-0.173684
Adi Bitton,2,68,12,2,2.058518,5.447697,-3.033203,1.404962,2.550781,27.582863,first_return,Backhand,Slice,deep,deuce,ad,In,Opponent,deep,down the line,far,2.058518,5.447697,3.033203,22.365038
Opponent,3,68,12,2,-3.226208,0.02028,1.982422,2.43569,1.350586,69.760307,serve_plus_one,Forehand,Topspin,deep,ad,deuce,In,Opponent,deep,down the line,near,3.226208,23.74972,1.982422,2.43569
Opponent,1,69,12,2,2.705078,5.475027,0.188477,0.116758,2.21875,78.716324,first_serve,Serve,Flat,deep,deuce,deuce,Out,Opponent,deep,out wide,near,-2.705078,18.294973,0.188477,0.116758
Opponent,1,69,12,2,0.896599,5.588806,1.045898,0.045066,2.507812,59.734749,second_serve,Serve,Kick,short,deuce,deuce,In,Opponent,deep,down the T,near,-0.896599,18.181194,1.045898,0.045066
Adi Bitton,2,69,12,2,-5.429233,0.203125,1.489258,-0.063788,1.540039,61.337574,second_return,Backhand,Flat,deep,ad_alley,deuce,Out,Opponent,deep,inside in,far,-5.429233,0.203125,-1.489258,23.833788
Opponent,1,70,12,2,-2.95674,6.981327,-1.162109,1.216941,2.214844,69.050537,first_serve,Serve,Slice,short,ad,ad,In,Opponent,deep,out wide,near,2.95674,16.788673,-1.162109,1.216941
Adi Bitton,2,70,12,2,-1.289255,3.38621,-4.835938,-0.251288,1.1875,50.913467,first_return,Backhand,Flat,deep,ad,ad_alley,In,Opponent,deep,down the line,far,-1.289255,3.38621,4.835938,24.021288
Opponent,3,70,12,2,1.853927,2.693817,-2.169922,-1.306497,1.302734,53.792198,serve_plus_one,Backhand,Topspin,deep,deuce,ad,In,Opponent,out,down the line,near,-1.853927,21.076183,-2.169922,-1.306497
Adi Bitton,4,70,12,2,2.120864,4.733122,2.130859,-1.251288,1.506836,47.484772,return_plus_one,Forehand,Topspin,deep,deuce,deuce,In,Opponent,out,cross court,far,2.120864,4.733122,-2.130859,25.021288
Opponent,5,70,12,2,3.101274,2.736682,2.65625,-1.251809,1.304688,61.126396,in_play,Forehand,Flat,deep,deuce,deuce,In,Opponent,out,cross court,near,-3.101274,21.033318,2.65625,-1.251809
Adi Bitton,6,70,12,2,1.884117,3.833182,4.433594,-2.282538,1.1875,39.71801,in_play,Forehand,Topspin,deep,deuce,deuce_alley,In,Opponent,out,down the line,far,1.884117,3.833182,-4.433594,26.052538
Opponent,7,70,12,2,2.829059,0.645729,2.246094,0.232566,1.759766,62.139072,in_play,Forehand,Flat,deep,deuce,deuce,In,Opponent,deep,cross court,near,-2.829059,23.124271,2.246094,0.232566
Adi Bitton,8,70,12,2,-2.183671,5.705712,3.423828,-1.220038,0.941895,31.818851,in_play,Forehand,Slice,short,ad,deuce,In,Opponent,out,down the line,far,-2.183671,5.705712,-3.423828,24.990038
Opponent,9,70,12,2,3.024772,5.482,-2.40625,1.771628,1.777344,75.4375,in_play,Backhand,Flat,short,deuce,ad,In,Adi Bitton,deep,down the line,near,-3.024772,18.288,-2.40625,1.771628
Opponent,1,71,12,2,3.011719,12.215312,-0.138428,0.165418,2.007812,40.767601,first_serve,Serve,Flat,short,ad,deuce,Net,Adi Bitton,deep,out wide,near,-3.011719,11.554688,-0.138428,0.165418
Opponent,1,71,12,2,1.455078,12.387188,0.565918,0.302878,2.226562,32.556812,second_serve,Serve,Kick,short,ad,deuce,Net,Opponent,deep,down the T,near,-1.455078,11.382812,0.565918,0.302878
Opponent,1,72,12,2,-2.749862,5.668285,-1.186523,0.445376,2.269531,72.881859,first_serve,Serve,Slice,short,ad,ad,In,Opponent,deep,out wide,near,2.749862,18.101715,-1.186523,0.445376
Adi Bitton,2,72,12,2,0.791016,-1.25,-4.304688,0.779962,1.285156,46.307796,first_return,Backhand,Flat,out,deuce,ad_alley,Out,Opponent,deep,down the line,far,0.791016,-1.25,4.304688,22.990038
Adi Bitton,1,73,13,2,1.535156,12.145,1.239258,0.959128,2.349609,33.750004,first_serve,Serve,Flat,short,ad,deuce,Net,Opponent,deep,out wide,near,-1.535156,11.625,1.239258,0.959128
Adi Bitton,1,73,13,2,2.043003,6.646795,1.614258,0.381003,2.566406,58.79314,second_serve,Serve,Kick,short,deuce,deuce,In,Opponent,deep,down the T,near,-2.043003,17.123205,1.614258,0.381003
Opponent,2,73,13,2,1.905739,3.784382,4.21875,0.639337,1.210938,48.010262,second_return,Forehand,Topspin,deep,deuce,deuce_alley,In,Opponent,deep,down the line,far,1.905739,3.784382,-4.21875,23.130663
Adi Bitton,3,73,13,2,3.600138,3.112894,2.902344,-0.978372,1.129883,55.955154,serve_plus_one,Forehand,Topspin,deep,deuce,deuce,In,Opponent,out,cross court,near,-3.600138,20.657106,2.902344,-0.978372
Opponent,4,73,13,2,-1.177734,4.824219,5.152344,-2.095038,1.328125,33.727043,return_plus_one,Forehand,Flat,deep,ad,deuce_alley,In,Opponent,out,down the line,far,-1.177734,4.824219,-5.152344,25.865038
Adi Bitton,5,73,13,2,0.347656,17.898718,-1.177734,4.298972,1.984375,20.784662,in_play,Volley,Flat,short,ad,ad,Net,Adi Bitton,deep,cross court,near,-0.347656,5.871282,-1.177734,4.298972
Adi Bitton,1,74,13,2,-2.275391,17.049782,-0.5,-0.587747,1.976562,39.692856,first_serve,Serve,Kick,short,deuce,ad,Net,Adi Bitton,out,out wide,near,2.275391,6.720218,-0.5,-0.587747
Adi Bitton,1,74,13,2,-1.220418,5.494045,-0.113098,-0.418821,2.332031,58.499706,second_serve,Serve,Kick,short,ad,ad,In,Adi Bitton,deep,down the T,near,1.220418,18.275955,-0.113098,-0.418821
Opponent,2,74,13,2,2.195191,1.664562,-1.085938,-1.313788,1.541016,53.408512,second_return,Forehand,Topspin,deep,deuce,ad,In,Adi Bitton,out,inside in,far,2.195191,1.664562,1.085938,25.083788
Adi Bitton,3,74,13,2,1.588845,2.149093,2.363281,-1.509622,1.108398,54.506592,serve_plus_one,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,out,cross court,near,-1.588845,21.620907,2.363281,-1.509622
Opponent,4,74,13,2,0.073303,4.746481,2.671875,-1.470038,1.210938,58.573841,return_plus_one,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,out,cross court,far,0.073303,4.746481,-2.671875,25.240038
Adi Bitton,5,74,13,2,2.728818,2.884656,0.262695,-2.134622,1.046875,61.73439,in_play,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,out,cross court,near,-2.728818,20.885344,0.262695,-2.134622
Opponent,6,74,13,2,4.753906,-0.084811,3.640625,-2.501288,1.198242,54.476299,in_play,Forehand,Flat,out,deuce_alley,deuce,Out,Opponent,out,down the line,far,4.753906,-0.084811,-3.640625,26.271288
Adi Bitton,1,75,13,2,3.160577,6.151857,1.749023,0.334128,2.619141,61.706944,first_serve,Serve,Kick,short,deuce,deuce,In,Opponent,deep,out wide,near,-3.160577,17.618143,1.749023,0.334128
Opponent,2,75,13,2,0.273665,4.393211,5.679688,-0.970038,0.975586,55.551941,first_return,Forehand,Topspin,deep,deuce,deuce_out,In,Opponent,deep,down the line,far,0.273665,4.393211,-5.679688,24.740038
Adi Bitton,3,75,13,2,-2.346988,2.310077,1.703125,-0.267434,1.160156,49.234276,serve_plus_one,Forehand,Topspin,deep,ad,deuce,In,Opponent,deep,down the line,near,2.346988,21.459923,1.703125,-0.267434
Opponent,4,75,13,2,-1.440939,3.554108,-1.897461,-1.204413,1.728516,42.061337,return_plus_one,Backhand,Topspin,deep,ad,ad,In,Opponent,deep,cross court,far,-1.440939,3.554108,1.897461,24.974413
Adi Bitton,5,75,13,2,-5.327052,7.270977,-1.881836,-0.540872,1.638672,33.938549,in_play,Backhand,Flat,short,ad_alley,ad,Out,Opponent,out,down the line,near,5.327052,16.499023,-1.881836,-0.540872
Adi Bitton,1,76,13,2,-2.849609,6.754375,0.080933,1.216941,2.244141,61.09082,first_serve,Serve,Kick,short,ad,ad,In,Opponent,deep,out wide,near,2.849609,17.015625,0.080933,1.216941
Opponent,2,76,13,2,-1.132829,2.06019,-3.876953,-0.751288,1.513672,52.449875,first_return,Backhand,Topspin,deep,ad,ad,In,Opponent,deep,cross court,far,-1.132829,2.06019,3.876953,24.521288
Adi Bitton,3,76,13,2,0.683105,3.30125,-1.597656,-1.392434,1.114258,56.18919,serve_plus_one,Backhand,Flat,deep,deuce,ad,In,Opponent,out,down the line,near,-0.683105,20.46875,-1.597656,-1.392434
Opponent,4,76,13,2,-0.476746,2.951499,0.592285,-0.688788,0.569336,49.58279,return_plus_one,Forehand,Topspin,deep,ad,deuce,In,Opponent,deep,down the line,far,-0.476746,2.951499,-0.592285,24.458788
Adi Bitton,5,76,13,2,0.724011,2.970531,-0.584961,-1.095559,1.121094,56.322395,in_play,Backhand,Flat,deep,deuce,ad,In,Opponent,out,down the line,near,-0.724011,20.799469,-0.584961,-1.095559
