Player,Shot,Point,Game,Set,bounce_x_std,bounce_y_std,hit_x_std,hit_y_std,hit_z,Speed (MPH),Type,Stroke,Spin,Bounce Depth,Bounce Zone,Hit Zone,Result,Winner,Hit Depth,Direction,Hit Side,Bounce (x),Bounce (y),Hit (x),Hit (y)
Opponent,5,142,24,3,2.144531,2.40625,4.394531,-1.657538,1.321289,35.509136,in_play,Forehand,Slice,deep,deuce,deuce_alley,In,Adi Bitton,out,down the line,far,2.144531,2.40625,-4.394531,25.427538
Adi Bitton,6,142,24,3,-2.755859,16.175438,2.609375,-0.681497,1.361328,35.091164,in_play,Forehand,Topspin,short,deuce,deuce,Net,Opponent,out,cross court,near,2.755859,7.594562,2.609375,-0.681497
Adi Bitton,1,143,25,3,3.227205,5.5167,1.183594,0.247223,2.164062,66.894806,first_serve,Serve,Slice,short,deuce,deuce,In,Opponent,deep,out wide,near,-3.227205,18.2533,1.183594,0.247223
Opponent,2,143,25,3,-0.747692,3.434321,5.832031,-0.298163,1.100586,38.309422,first_return,Forehand,Flat,deep,ad,deuce_out,In,Opponent,deep,down the line,far,-0.747692,3.434321,-5.832031,24.068163
Adi Bitton,3,143,25,3,-1.367188,13.830604,-0.82666,-0.540872,1.314453,34.217556,serve_plus_one,Backhand,Flat,short,deuce,ad,Net,Adi Bitton,out,down the line,near,1.367188,9.939396,-0.82666,-0.540872
Adi Bitton,1,144,25,3,-2.690816,2.854063,-0.19458,0.810691,2.220703,72.99588,first_serve,Serve,Kick,deep,ad,ad,Out,Adi Bitton,deep,down the T,near,2.690816,20.915937,-0.19458,0.810691
Adi Bitton,1,144,25,3,-3.173571,6.368225,-0.549316,-0.642434,2.193359,63.245716,second_serve,Serve,Kick,short,ad,ad,In,Adi Bitton,out,out wide,near,3.173571,17.401775,-0.549316,-0.642434
Opponent,2,144,25,3,-0.102663,4.214202,-3.027344,-0.923163,1.158203,49.014671,second_return,Backhand,Topspin,deep,ad,ad,In,Adi Bitton,deep,cross court,far,-0.102663,4.214202,3.027344,24.693163
Adi Bitton,3,144,25,3,-3.856589,1.861358,-1.874023,-1.962747,1.460938,58.670734,serve_plus_one,Backhand,Flat,deep,ad,ad,In,Adi Bitton,out,cross court,near,3.856589,21.908642,-1.874023,-1.962747
Opponent,4,144,25,3,-1.930936,2.717522,-3.794922,-1.845038,1.976562,34.439659,return_plus_one,Backhand,Flat,deep,ad,ad,In,Adi Bitton,out,cross court,far,-1.930936,2.717522,3.794922,25.615038
Adi Bitton,5,144,25,3,-0.750977,-1.019993,-2.105469,-1.173684,2.464844,44.62291,in_play,Forehand,Topspin,out,ad,ad,Out,Adi Bitton,out,inside out,near,0.750977,24.789993,-2.105469,-1.173684
Opponent,6,144,25,3,2.400517,7.765071,-0.750977,6.873712,2.011719,23.382744,in_play,Volley,Flat,short,deuce,ad,In,Adi Bitton,short,down the line,far,2.400517,7.765071,0.750977,16.896288
Adi Bitton,7,144,25,3,3.135628,3.333601,3.144531,2.834128,0.595703,30.851534,in_play,Forehand,Slice,deep,deuce,deuce,In,Opponent,deep,cross court,near,-3.135628,20.436399,3.144531,2.834128
Adi Bitton,1,145,25,3,1.669829,5.411121,1.415039,0.045066,2.513672,60.642807,first_serve,Serve,Kick,deep,deuce,deuce,Out,Opponent,deep,down the T,near,-1.669829,18.358879,1.415039,0.045066
Adi Bitton,1,145,25,3,3.293043,5.492454,1.783203,0.787253,2.228516,54.455376,second_serve,Serve,Slice,short,deuce,deuce,In,Opponent,deep,out wide,near,-3.293043,18.277546,1.783203,0.787253
Opponent,2,145,25,3,1.570286,7.679339,5.480469,-0.345038,1.162109,58.993336,second_return,Forehand,Topspin,short,deuce,deuce_alley,In,Opponent,deep,down the line,far,1.570286,7.679339,-5.480469,24.115038
Adi Bitton,3,145,25,3,-3.46032,1.512794,2.183594,-0.892434,0.817383,57.522362,serve_plus_one,Forehand,Topspin,deep,ad,deuce,In,Opponent,out,down the line,near,3.46032,22.257206,2.183594,-0.892434
Opponent,4,145,25,3,0.61377,5.558846,-3.050781,-2.157538,1.359375,31.732405,return_plus_one,Backhand,Flat,short,deuce,ad,In,Adi Bitton,out,down the line,far,0.61377,5.558846,3.050781,25.927538
Adi Bitton,1,146,25,3,-2.484175,5.487113,-0.796387,-0.540872,2.160156,68.746658,first_serve,Serve,Kick,short,ad,ad,In,Adi Bitton,out,out wide,near,2.484175,18.282887,-0.796387,-0.540872
Opponent,2,146,25,3,1.900662,5.440823,-1.696289,-0.954413,1.15625,45.759785,first_return,Forehand,Topspin,deep,deuce,ad,In,Adi Bitton,deep,inside in,far,1.900662,5.440823,1.696289,24.724413
Adi Bitton,3,146,25,3,-3.360404,5.51136,0.913086,0.334128,1.445312,62.191875,serve_plus_one,Forehand,Topspin,short,ad,deuce,In,Adi Bitton,deep,down the line,near,3.360404,18.25864,0.913086,0.334128
Adi Bitton,1,147,25,3,1.682691,5.4957,1.333008,0.279441,2.421875,65.898491,first_serve,Serve,Flat,short,deuce,deuce,In,Adi Bitton,deep,down the T,near,-1.682691,18.2743,1.333008,0.279441
Opponent,2,147,25,3,2.136952,4.238439,4.074219,0.248712,1.268555,50.409412,first_return,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,deep,cross court,far,2.136952,4.238439,-4.074219,23.521288
Adi Bitton,3,147,25,3,0.050919,0.04376,1.941406,-1.111184,1.117188,66.095528,serve_plus_one,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,out,cross court,near,-0.050919,23.72624,1.941406,-1.111184
Opponent,4,147,25,3,-1.834072,1.814006,1.216797,-1.470038,1.34668,50.445805,return_plus_one,Backhand,Topspin,deep,ad,deuce,In,Adi Bitton,out,inside in,far,-1.834072,1.814006,-1.216797,25.240038
Adi Bitton,5,147,25,3,-1.819676,0.066478,-2.513672,-1.954934,1.318359,55.155949,in_play,Backhand,Flat,deep,ad,ad,In,Adi Bitton,out,cross court,near,1.819676,23.703522,-2.513672,-1.954934
Opponent,6,147,25,3,3.68496,7.121649,-0.794922,-0.360663,1.228516,45.481632,in_play,Backhand,Flat,short,deuce,ad,In,Adi Bitton,deep,down the line,far,3.68496,7.121649,0.794922,24.130663
Adi Bitton,7,147,25,3,2.528919,0.031265,3.695312,-0.275247,0.461182,57.762749,in_play,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,deep,cross court,near,-2.528919,23.738735,3.695312,-0.275247
Opponent,8,147,25,3,3.911413,3.747097,3.994141,-1.813788,1.082031,59.701111,in_play,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,out,cross court,far,3.911413,3.747097,-3.994141,25.583788
Adi Bitton,9,147,25,3,-1.362623,5.508157,4.460938,-1.353372,0.943848,33.898979,in_play,Forehand,Slice,short,ad,deuce_alley,In,Adi Bitton,out,down the line,near,1.362623,18.261843,4.460938,-1.353372
Opponent,10,147,25,3,1.088867,12.445312,0.834473,3.186212,1.451172,39.311562,in_play,Backhand,Flat,short,ad,deuce,Net,Opponent,deep,inside in,far,1.088867,12.445312,-0.834473,20.583788
Adi Bitton,1,148,25,3,-2.835743,5.514471,0.075745,-0.044706,2.183594,74.534821,first_serve,Serve,Kick,short,ad,ad,In,Opponent,deep,out wide,near,2.835743,18.255529,0.075745,-0.044706
Opponent,2,148,25,3,-0.255836,3.034153,-1.802734,-0.376288,1.683594,49.969952,first_return,Forehand,Topspin,deep,ad,ad,In,Opponent,deep,inside out,far,-0.255836,3.034153,1.802734,24.146288
Adi Bitton,3,148,25,3,2.067805,0.059978,-1.758789,-1.579934,1.058594,49.813202,serve_plus_one,Backhand,Flat,deep,deuce,ad,In,Opponent,out,down the line,near,-2.067805,23.710022,-1.758789,-1.579934
Opponent,4,148,25,3,2.648018,1.955972,3.107422,-1.845038,1.163086,47.131924,return_plus_one,Forehand,Flat,deep,deuce,deuce,In,Opponent,out,cross court,far,2.648018,1.955972,-3.107422,25.615038
Adi Bitton,5,148,25,3,0.296113,0.0258,2.257812,-1.259622,1.189453,64.177528,in_play,Forehand,Topspin,deep,deuce,deuce,In,Opponent,out,cross court,near,-0.296113,23.7442,2.257812,-1.259622
Opponent,6,148,25,3,-0.023193,4.356405,2.898438,-1.360663,1.079102,57.039276,in_play,Forehand,Topspin,deep,ad,deuce,In,Opponent,out,down the line,far,-0.023193,4.356405,-2.898438,25.130663
Adi Bitton,7,148,25,3,-1.999145,-4.902678,-0.750488,-2.048685,1.017578,59.937958,in_play,Backhand,Flat,out,ad,ad,Out,Adi Bitton,out,cross court,near,1.999145,28.672678,-0.750488,-2.048685
Adi Bitton,1,149,25,3,-2.906601,5.555303,-0.495605,0.896628,2.238281,63.771404,first_serve,Serve,Kick,short,ad,ad,In,Adi Bitton,deep,out wide,near,2.906601,18.214697,-0.495605,0.896628
Opponent,2,149,25,3,-1.190888,9.822428,-2.414062,-0.532538,1.111328,29.360128,first_return,Backhand,Topspin,short,ad,ad,In,Adi Bitton,deep,cross court,far,-1.190888,9.822428,2.414062,24.302538
Adi Bitton,3,149,25,3,-2.329248,6.040018,-3.710938,-0.704934,0.9375,54.788689,serve_plus_one,Backhand,Topspin,short,ad,ad,In,Adi Bitton,out,cross court,near,2.329248,17.729982,-3.710938,-0.704934
Opponent,4,149,25,3,-3.33408,-0.005113,-4.140625,-1.235663,0.986328,45.19838,return_plus_one,Backhand,Topspin,out,ad,ad_alley,Out,Adi Bitton,out,down the line,far,-3.33408,-0.005113,4.140625,25.005663
Adi Bitton,5,149,25,3,3.120054,7.883546,-3.095703,-1.540872,1.419922,51.318443,in_play,Backhand,Topspin,short,deuce,ad,In,Opponent,out,down the line,near,-3.120054,15.886454,-3.095703,-1.540872
Opponent,1,150,26,3,0.147705,10.105938,0.79248,0.427212,2.191406,60.772655,first_serve,Serve,Kick,short,deuce,deuce,In,Opponent,deep,down the T,near,-0.147705,13.664062,0.79248,0.427212
Adi Bitton,2,150,26,3,2.488809,7.289004,0.593262,-0.220038,1.636719,37.504704,first_return,Backhand,Topspin,short,deuce,deuce,In,Opponent,deep,inside out,far,2.488809,7.289004,-0.593262,23.990038
Opponent,3,150,26,3,0.096318,0.045114,1.775391,1.060691,0.997559,60.435398,serve_plus_one,Forehand,Flat,deep,deuce,deuce,In,Opponent,deep,cross court,near,-0.096318,23.724886,1.775391,1.060691
Adi Bitton,4,150,26,3,-0.045577,5.029051,2.414062,-1.360663,0.883789,36.234718,return_plus_one,Forehand,Topspin,deep,ad,deuce,In,Opponent,out,down the line,far,-0.045577,5.029051,-2.414062,25.130663
Opponent,5,150,26,3,3.827887,0.074245,-0.756348,-3.173685,1.486328,55.640919,in_play,Backhand,Topspin,deep,deuce,ad,In,Opponent,out,down the line,near,-3.827887,23.695755,-0.756348,-3.173685
Adi Bitton,6,150,26,3,4.333701,5.924369,3.701172,-1.470038,1.767578,45.062416,in_play,Forehand,Topspin,short,deuce_alley,deuce,Out,Opponent,out,down the line,far,4.333701,5.924369,-3.701172,25.240038
Adi Bitton,7,150,26,3,0.24585,15.453125,0.616211,5.123712,2.037109,19.918634,in_play,Volley,Flat,short,ad,deuce,Net,Opponent,short,down the line,far,0.24585,15.453125,-0.616211,18.646288
Opponent,1,151,26,3,-4.067738,6.371496,-1.228516,0.846746,2.087891,66.008125,first_serve,Serve,Slice,short,ad,ad,In,Opponent,deep,out wide,near,4.067738,17.398504,-1.228516,0.846746
Adi Bitton,2,151,26,3,0.383301,12.539062,-5.09375,-1.345038,1.133789,32.995144,first_return,Backhand,Flat,short,ad,ad_alley,Net,Opponent,out,down the line,far,0.383301,12.539062,5.09375,25.115038
Opponent,1,152,26,3,1.896484,12.012188,0.201172,0.285384,2.121094,40.056225,first_serve,Serve,Flat,short,ad,deuce,Net,Opponent,deep,out wide,near,-1.896484,11.757812,0.201172,0.285384
Opponent,1,152,26,3,1.868137,5.499231,0.817383,0.193503,2.503906,66.015701,second_serve,Serve,Kick,short,deuce,deuce,In,Opponent,deep,down the T,near,-1.868137,18.270769,0.817383,0.193503
Adi Bitton,2,152,26,3,-0.03977,3.727371,4.0625,-0.845038,1.243164,63.97044,second_return,Forehand,Topspin,deep,ad,deuce,In,Opponent,deep,down the line,far,-0.03977,3.727371,-4.0625,24.615038
Opponent,3,152,26,3,-4.07543,5.616275,0.592285,-1.572122,1.105469,51.624516,serve_plus_one,Forehand,Topspin,short,ad,deuce,In,Opponent,out,down the line,near,4.07543,18.153725,0.592285,-1.572122
Opponent,1,153,26,3,-2.315149,5.505193,-1.352539,0.576316,2.207031,82.090019,first_serve,Serve,Slice,short,ad,ad,In,Opponent,deep,down the T,near,2.315149,18.264807,-1.352539,0.576316
Adi Bitton,2,153,26,3,3.273583,-0.055452,-2.039062,0.311212,1.517578,45.539608,first_return,Forehand,Topspin,out,deuce,ad,Out,Opponent,deep,inside in,far,3.273583,-0.055452,2.039062,23.458788
Opponent,3,153,26,3,-1.349609,11.77,2.609375,-2.087747,1.222656,30.143717,serve_plus_one,Forehand,Flat,short,ad,deuce,In,Opponent,out,down the line,near,1.349609,12,2.609375,-2.087747
Opponent,1,154,26,3,0.693359,5.428117,0.730469,-0.087747,2.337891,74.263718,first_serve,Serve,Flat,deep,deuce,deuce,Out,Opponent,deep,down the T,near,-0.693359,18.341883,0.730469,-0.087747
Adi Bitton,2,154,26,3,2.832004,-0.932872,0.918457,0.404962,1.660156,44.259346,first_return,Backhand,Flat,out,deuce,deuce,Out,Adi Bitton,deep,inside out,far,2.832004,-0.932872,-0.918457,23.365038
Adi Bitton,1,155,27,3,4.355215,5.415522,1.854492,-0.641913,2.353516,56.415157,first_serve,Serve,Slice,deep,deuce_alley,deuce,Out,Adi Bitton,deep,out wide,far,4.355215,5.415522,-1.854492,24.411913
Adi Bitton,1,155,27,3,3.46468,5.935809,1.737305,-0.907538,2.136719,50.855618,second_serve,Serve,Slice,short,deuce,deuce,In,Adi Bitton,deep,out wide,far,3.46468,5.935809,-1.737305,24.677538
Opponent,2,155,27,3,1.791992,5.419574,4.03125,0.537253,1.548828,56.19976,second_return,Forehand,Flat,deep,deuce,deuce,In,Adi Bitton,deep,cross court,near,-1.791992,18.350426,4.03125,0.537253
Adi Bitton,3,155,27,3,2.901821,4.243784,3.880859,-0.157538,1.107422,46.424873,serve_plus_one,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,deep,cross court,far,2.901821,4.243784,-3.880859,23.927538
Opponent,4,155,27,3,-3.638578,4.219024,3.160156,0.490378,1.548828,50.964668,return_plus_one,Forehand,Flat,deep,ad,deuce,In,Adi Bitton,deep,down the line,near,3.638578,19.550976,3.160156,0.490378
Adi Bitton,5,155,27,3,-4.03125,6.042969,-3.261719,0.061212,1.396484,33.10709,in_play,Backhand,Slice,short,ad,ad,In,Adi Bitton,deep,cross court,far,-4.03125,6.042969,3.261719,23.708788
Adi Bitton,1,156,27,3,-2.411977,5.470381,-0.482666,-0.063788,2.455078,57.217899,first_serve,Serve,Flat,deep,ad,ad,Out,Adi Bitton,deep,out wide,far,-2.411977,5.470381,0.482666,23.833788
Adi Bitton,1,156,27,3,-1.951408,8.212997,-0.361816,1.279962,2.332031,49.040718,second_serve,Serve,Kick,short,ad,ad,In,Adi Bitton,deep,down the T,far,-1.951408,8.212997,0.361816,22.490038
Opponent,2,156,27,3,3.462757,4.877613,-1.514648,0.396628,1.452148,53.657234,second_return,Forehand,Flat,deep,deuce,ad,In,Adi Bitton,deep,inside in,near,-3.462757,18.892387,-1.514648,0.396628
Adi Bitton,3,156,27,3,1.008998,7.342012,3.744141,-1.360663,1.249023,38.584194,serve_plus_one,Forehand,Topspin,short,deuce,deuce,In,Adi Bitton,out,cross court,far,1.008998,7.342012,-3.744141,25.130663
Opponent,4,156,27,3,-2.302969,7.351448,2.289062,2.802878,1.404297,28.338957,return_plus_one,Forehand,Slice,short,ad,deuce,In,Adi Bitton,deep,down the line,near,2.302969,16.418552,2.289062,2.802878
Adi Bitton,5,156,27,3,-1.966797,8.617188,-2.333984,2.936212,0.813477,44.378906,in_play,Backhand,Flat,short,ad,ad,In,Adi Bitton,deep,cross court,far,-1.966797,8.617188,2.333984,20.833788
Opponent,6,156,27,3,1.333984,8.145,-1.966797,8.091941,0.692871,21.192854,in_play,Volley,Flat,short,deuce,ad,In,Adi Bitton,short,down the line,near,-1.333984,15.625,-1.966797,8.091941
Adi Bitton,7,156,27,3,1.978085,5.895165,1.333984,6.936212,1.213867,23.382744,in_play,Volley,Slice,short,deuce,deuce,In,Opponent,short,cross court,far,1.978085,5.895165,-1.333984,16.833788
Adi Bitton,1,157,27,3,3.575971,7.368643,2.1875,-0.126288,2.388672,59.075573,first_serve,Serve,Slice,short,deuce,deuce,In,Opponent,deep,out wide,far,3.575971,7.368643,-2.1875,23.896288
Opponent,2,157,27,3,1.304159,5.504486,4.136719,-0.345559,1.128906,68.034889,first_return,Forehand,Topspin,short,deuce,deuce_alley,In,Opponent,deep,down the line,near,-1.304159,18.265514,4.136719,-0.345559
Adi Bitton,3,157,27,3,-3.369141,16.945641,4.414062,0.623712,1.245117,32.650223,serve_plus_one,Forehand,Flat,short,deuce,deuce_alley,Net,Adi Bitton,deep,down the line,far,-3.369141,16.945641,-4.414062,23.146288
Adi Bitton,1,158,27,3,-0.692184,10.176251,-0.10144,0.045587,2.376953,65.866959,first_serve,Serve,Flat,short,ad,ad,In,Adi Bitton,deep,down the T,far,-0.692184,10.176251,0.10144,23.724413
Opponent,2,158,27,3,-1.446289,12.254375,-2.386719,-1.884622,1.177734,34.563385,first_return,Forehand,Topspin,short,deuce,ad,Net,Adi Bitton,out,inside in,near,1.446289,11.515625,-2.386719,-1.884622
Adi Bitton,1,159,27,3,3.640617,7.623377,1.599609,-0.688788,2.355469,62.783272,first_serve,Serve,Slice,short,deuce,deuce,In,Adi Bitton,deep,out wide,far,3.640617,7.623377,-1.599609,24.458788
Opponent,2,159,27,3,0.436841,5.505914,4.894531,-0.236184,0.989258,52.403633,first_return,Forehand,Topspin,short,deuce,deuce_alley,In,Adi Bitton,deep,down the line,near,-0.436841,18.264086,4.894531,-0.236184
Adi Bitton,3,159,27,3,1.399343,9.857563,3.873047,1.623712,0.924805,42.503632,serve_plus_one,Forehand,Topspin,short,deuce,deuce,In,Adi Bitton,deep,cross court,far,1.399343,9.857563,-3.873047,22.146288
Opponent,4,159,27,3,-1.99707,15.103797,2.013672,0.466941,0.276611,32.071201,return_plus_one,Forehand,Slice,short,deuce,deuce,Net,Opponent,deep,cross court,near,1.99707,8.666203,2.013672,0.466941
Adi Bitton,1,160,27,3,-0.415771,17.84375,-0.406982,-0.423163,2.207031,67.610252,first_serve,Serve,Flat,short,deuce,ad,Net,Opponent,deep,down the T,far,-0.415771,17.84375,0.406982,24.193163
Adi Bitton,1,160,27,3,-3.082416,8.438614,-0.125366,1.467462,2.291016,48.131657,second_serve,Serve,Flat,short,ad,ad,In,Opponent,deep,out wide,far,-3.082416,8.438614,0.125366,22.302538
Opponent,2,160,27,3,-1.513761,0.022533,-3.882812,-0.283059,0.834961,55.478001,second_return,Backhand,Flat,deep,ad,ad,In,Opponent,deep,cross court,near,1.513761,23.747467,-3.882812,-0.283059
Adi Bitton,3,160,27,3,2.465441,7.727551,-1.964844,-1.235663,1.351562,34.387032,serve_plus_one,Backhand,Flat,short,deuce,ad,In,Opponent,out,down the line,far,2.465441,7.727551,1.964844,25.005663
Opponent,4,160,27,3,3.087602,3.028072,2.003906,1.474753,1.302734,68.173294,return_plus_one,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,deep,cross court,near,-3.087602,20.741928,2.003906,1.474753
Adi Bitton,1,161,27,3,-1.720823,6.762016,-0.427979,0.592462,2.380859,59.002789,first_serve,Serve,Kick,short,ad,ad,In,Adi Bitton,deep,down the T,far,-1.720823,6.762016,0.427979,23.177538
Opponent,2,161,27,3,-0.451669,5.001884,-1.828125,-1.087747,1.333008,51.451622,first_return,Forehand,Flat,deep,ad,ad,In,Adi Bitton,out,inside out,near,0.451669,18.768116,-1.828125,-1.087747
Adi Bitton,3,161,27,3,1.825107,3.15966,-0.734863,-1.001288,1.398438,66.628448,serve_plus_one,Forehand,Topspin,deep,deuce,ad,In,Adi Bitton,deep,inside in,far,1.825107,3.15966,0.734863,24.771288
Opponent,4,161,27,3,0.844642,3.089288,2.140625,-2.275247,1.007812,55.629612,return_plus_one,Forehand,Flat,deep,deuce,deuce,In,Adi Bitton,out,cross court,near,-0.844642,20.680712,2.140625,-2.275247
Adi Bitton,5,161,27,3,1.952402,2.3741,1.65918,-0.501288,1.128906,46.673016,in_play,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,deep,cross court,far,1.952402,2.3741,-1.65918,24.271288
Opponent,6,161,27,3,1.430902,0.713058,2.369141,-2.087747,1.527344,49.860683,in_play,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,out,cross court,near,-1.430902,23.056942,2.369141,-2.087747
Adi Bitton,7,161,27,3,1.915485,5.633586,2.427734,-0.938788,1.632812,48.622734,in_play,Forehand,Topspin,short,deuce,deuce,In,Adi Bitton,deep,cross court,far,1.915485,5.633586,-2.427734,24.708788
Opponent,8,161,27,3,0.620876,4.33669,2.820312,-1.181497,1.21582,60.115677,in_play,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,out,cross court,near,-0.620876,19.43331,2.820312,-1.181497
Adi Bitton,9,161,27,3,1.108747,4.777455,2.193359,-0.423163,0.966797,43.445026,in_play,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,deep,cross court,far,1.108747,4.777455,-2.193359,24.193163
Opponent,10,161,27,3,1.626988,2.163612,1.50293,-0.876809,1.422852,62.482346,in_play,Forehand,Flat,deep,deuce,deuce,In,Adi Bitton,out,cross court,near,-1.626988,21.606388,1.50293,-0.876809
Adi Bitton,11,161,27,3,-0.786961,6.205889,2.486328,-0.595038,0.857422,37.152409,in_play,Forehand,Topspin,short,ad,deuce,In,Adi Bitton,deep,down the line,far,-0.786961,6.205889,-2.486328,24.365038
Opponent,12,161,27,3,2.845323,2.085756,-0.418701,-1.876809,1.274414,67.740952,in_play,Forehand,Topspin,deep,deuce,ad,In,Adi Bitton,out,inside in,near,-2.845323,21.684244,-0.418701,-1.876809
Adi Bitton,13,161,27,3,2.333655,2.250487,3.693359,-1.313788,1.515625,33.792713,in_play,Forehand,Slice,deep,deuce,deuce,In,Adi Bitton,out,cross court,far,2.333655,2.250487,-3.693359,25.083788
Opponent,14,161,27,3,-3.561815,3.339645,2.369141,-1.072122,1.564453,67.222916,in_play,Forehand,Topspin,deep,ad,deuce,In,Adi Bitton,out,down the line,near,3.561815,20.430355,2.369141,-1.072122
Adi Bitton,15,161,27,3,-4.083739,9.740784,-3.027344,-0.845038,1.525391,27.935322,in_play,Backhand,Slice,short,ad,ad,In,Adi Bitton,deep,cross court,far,-4.083739,9.740784,3.027344,24.615038
Opponent,16,161,27,3,-9.013733,0.066478,-4.285156,3.193503,1.59375,69.708839,in_play,Backhand,Topspin,deep,ad_out,ad_alley,Out,Adi Bitton,deep,down the line,near,9.013733,23.703522,-4.285156,3.193503
Opponent,1,162,28,3,2.25,14.171875,0.76416,0.951873,2.066406,58.633137,first_serve,Serve,Flat,short,ad,deuce,Net,Adi Bitton,deep,out wide,far,2.25,14.171875,-0.76416,22.818127
Opponent,1,162,28,3,1.30092,6.594544,1.06543,0.014337,2.169922,73.241264,second_serve,Serve,Slice,short,deuce,deuce,In,Adi Bitton,deep,down the T,far,1.30092,6.594544,-1.06543,23.755663
Adi Bitton,2,162,28,3,-1.168225,6.960088,1.709961,-1.743997,1.234375,49.765995,second_return,Backhand,Flat,short,ad,deuce,In,Adi Bitton,out,inside in,near,1.168225,16.809912,1.709961,-1.743997
Opponent,3,162,28,3,-2.465973,4.745229,-0.814453,0.326837,0.834961,45.204163,serve_plus_one,Backhand,Topspin,deep,ad,ad,In,Adi Bitton,deep,cross court,far,-2.465973,4.745229,0.814453,23.443163
Adi Bitton,4,162,28,3,-1.922282,0.08082,-3.236328,-0.829934,1.101562,51.178234,return_plus_one,Backhand,Topspin,deep,ad,ad,In,Adi Bitton,out,cross court,near,1.922282,23.68918,-3.236328,-0.829934
Opponent,5,162,28,3,-3.65625,-0.77435,-2.320312,-1.313788,1.175781,36.289875,in_play,Backhand,Topspin,out,ad,ad,Out,Adi Bitton,out,cross court,far,-3.65625,-0.77435,2.320312,25.083788
Opponent,1,163,28,3,0.072571,13.148438,-0.782715,0.561212,2.248047,29.121986,first_serve,Serve,Flat,short,ad,ad,Net,Adi Bitton,deep,down the T,far,0.072571,13.148438,0.782715,23.208788
Opponent,1,163,28,3,-1.596168,7.468845,-1.334961,0.201837,2.320312,78.891289,second_serve,Serve,Flat,short,ad,ad,In,Adi Bitton,deep,down the T,far,-1.596168,7.468845,1.334961,23.568163
Adi Bitton,2,163,28,3,1.44463,3.17958,-3.029297,-1.798684,1.212891,48.642464,second_return,Backhand,Topspin,deep,deuce,ad,In,Adi Bitton,out,down the line,near,-1.44463,20.59042,-3.029297,-1.798684
Opponent,3,163,28,3,2.589035,3.908757,1.182617,0.279962,1.6875,61.265446,serve_plus_one,Forehand,Flat,deep,deuce,deuce,In,Adi Bitton,deep,cross court,far,2.589035,3.908757,-1.182617,23.490038
Adi Bitton,4,163,28,3,0.888925,2.395612,3.490234,-1.501809,0.839844,51.176605,return_plus_one,Forehand,Flat,deep,deuce,deuce,In,Adi Bitton,out,cross court,near,-0.888925,21.374388,3.490234,-1.501809
Opponent,5,163,28,3,-2.398438,16.000246,1.664062,-0.110663,0.940918,27.780291,in_play,Forehand,Slice,short,deuce,deuce,Net,Adi Bitton,deep,cross court,far,-2.398438,16.000246,-1.664062,23.880663
Opponent,1,164,28,3,3.199183,6.346407,0.966797,0.217462,2.185547,79.818153,first_serve,Serve,Flat,short,deuce,deuce,In,Adi Bitton,deep,out wide,far,3.199183,6.346407,-0.966797,23.552538
Adi Bitton,2,164,28,3,0.488567,2.897857,4.078125,-0.517434,1.207031,51.022884,first_return,Forehand,Slice,deep,deuce,deuce,In,Adi Bitton,deep,cross court,near,-0.488567,20.872143,4.078125,-0.517434
Opponent,3,164,28,3,1.34998,4.295355,2.027344,-0.110663,1.304688,50.342979,serve_plus_one,Forehand,Topspin,deep,deuce,deuce,In,Adi Bitton,deep,cross court,far,1.34998,4.295355,-2.027344,23.880663
Adi Bitton,4,164,28,3,-2.505139,-0.283003,1.954102,-1.017434,1.166016,58.063297,return_plus_one,Forehand,Topspin,out,ad,deuce,Out,Adi Bitton,out,down the line,near,2.505139,24.053003,1.954102,-1.017434
Opponent,5,164,28,3,0.981936,4.130345,-2.119141,-1.751288,0.43457,49.378468,in_play,Backhand,Topspin,deep,deuce,ad,In,Adi Bitton,out,down the line,far,0.981936,4.130345,2.119141,25.521288
Adi Bitton,6,164,28,3,4.084599,0.034303,0.42749,-1.025247,1.386719,69.072037,in_play,Forehand,Topspin,deep,deuce,deuce,In,Opponent,out,cross court,near,-4.084599,23.735697,0.42749,-1.025247
Opponent,1,165,28,3,-3.109666,7.480227,-1.295898,0.014337,2.328125,67.122917,first_serve,Serve,Slice,short,ad,ad,In,Opponent,deep,out wide,far,-3.109666,7.480227,1.295898,23.755663
Adi Bitton,2,165,28,3,-4.516452,5.059351,-4.449219,-0.618997,1.051758,45.103767,first_return,Backhand,Topspin,deep,ad_alley,ad_alley,Out,Adi Bitton,out,cross court,near,4.516452,18.710649,-4.449219,-0.618997
Opponent,1,166,28,3,1.624023,14.3125,0.969727,0.59184,2.230469,57.554783,first_serve,Serve,Flat,short,ad,deuce,Net,Adi Bitton,deep,out wide,far,1.624023,14.3125,-0.969727,23.17816
