Player,Shot,Point,Game,Set,Type,Stroke,Spin,Result,Winner,Bounce Depth,Bounce Zone,Bounce Side,Hit Depth,Hit Zone,Direction,Speed (MPH),Hit Side,Bounce (x),Bounce (y),bounce_x_std,bounce_y_std,Hit (x),Hit (y),Hit (z),hit_x_std,hit_y_std
Opponent,1,1,1,1,first_serve,Serve,Slice,In,Opponent,short,deuce,far,deep,deuce,out wide,86.72966,near,-2.905763,18.282887,2.905763,5.487113,-0.054871,0.740981,2.314453,0.740981,0.740981
Nikol Mircheva,2,1,1,1,first_return,Forehand,Topspin,Out,Opponent,out,ad,near,deep,deuce_alley,down the line,49.983871,far,-1.436523,-0.328125,-1.436523,-0.328125,-4.171875,24.771288,1.203125,4.171875,-1.001288
Opponent,1,2,1,1,first_serve,Serve,Flat,In,Nikol Mircheva,short,ad,far,deep,ad,down the T,77.967628,near,1.119798,17.936949,-1.119798,5.833051,-0.22998,0.904441,2.376953,0.904441,0.904441
Nikol Mircheva,2,2,1,1,first_return,Forehand,Topspin,In,Nikol Mircheva,deep,deuce,near,out,ad,inside in,51.893654,far,1.389241,5.06339,1.389241,5.06339,1.749023,25.583788,1.306641,-1.749023,-1.813788
Opponent,3,2,1,1,serve_plus_one,Forehand,Slice,In,Nikol Mircheva,short,ad,far,deep,deuce,down the line,41.020351,near,1.383748,18.285948,-1.383748,5.484052,1.149414,1.006003,0.983398,1.006003,1.006003
Nikol Mircheva,4,2,1,1,return_plus_one,Backhand,Slice,In,Nikol Mircheva,deep,ad,near,deep,ad,cross court,43.64473,far,-2.917999,3.194446,-2.917999,3.194446,1.202148,24.427538,0.361816,-1.202148,-0.657538
Opponent,5,2,1,1,in_play,Backhand,Flat,In,Nikol Mircheva,short,ad,far,deep,ad,cross court,52.118725,near,2.175781,15.085938,-2.175781,8.684062,-2.335938,0.099753,0.770508,0.099753,0.099753
Nikol Mircheva,6,2,1,1,in_play,Volley,Flat,In,Nikol Mircheva,short,deuce,near,short,ad,down the line,24.248772,far,2.507812,7.472656,2.507812,7.472656,2.175781,16.294725,1.15625,-2.175781,7.475275
Opponent,1,3,1,1,first_serve,Serve,Slice,In,Opponent,short,deuce,far,deep,deuce,down the T,86.082153,near,-1.424703,17.700949,1.424703,6.069051,0.65625,0.216941,2.650391,0.216941,0.216941
Nikol Mircheva,2,3,1,1,first_return,Backhand,Slice,Net,Opponent,short,deuce,far,deep,deuce,inside out,26.271345,far,-1.054688,12.640625,-1.054688,12.640625,-1.44043,23.865038,1.800781,1.44043,-0.095038
Opponent,1,4,1,1,first_serve,Serve,Slice,In,Nikol Mircheva,short,ad,far,deep,ad,out wide,73.622192,near,3.05222,16.91419,-3.05222,6.85581,-0.773926,0.138816,2.412109,0.138816,0.138816
Nikol Mircheva,2,4,1,1,first_return,Backhand,Slice,In,Nikol Mircheva,short,ad,near,deep,ad,cross court,40.926609,far,-0.315186,9.15625,-0.315186,9.15625,3.587891,23.771288,1.384766,-3.587891,-0.001288
Opponent,3,4,1,1,serve_plus_one,Volley,Flat,Net,Nikol Mircheva,short,deuce,near,short,ad,down the line,13.467036,near,1.554688,5.527153,-1.554688,18.242847,-0.315186,8.631003,1.853516,8.631003,8.631003
Opponent,1,5,1,1,first_serve,Serve,Flat,In,Opponent,short,deuce,far,deep,deuce,down the T,94.007843,near,-0.885004,17.851904,0.885004,5.918096,0.75293,0.045066,2.501953,0.045066,0.045066
Nikol Mircheva,2,5,1,1,first_return,Backhand,Slice,Out,Opponent,out,deuce,near,deep,deuce,inside out,34.450558,far,2.765625,-1.606999,2.765625,-1.606999,-1.264648,23.021288,3.552734,1.264648,0.748712
Opponent,1,6,1,1,first_serve,Serve,Flat,Out,Nikol Mircheva,deep,ad,far,deep,ad,out wide,71.137489,near,3.868895,18.309105,-3.868895,5.460895,-0.677734,0.154441,2.341797,0.154441,0.154441
Opponent,1,6,1,1,second_serve,Serve,Slice,Out,Nikol Mircheva,short,ad_out,far,deep,ad,out wide,34.740997,near,6.265876,18.1455,-6.265876,5.6245,-0.590332,0.107566,2.375,0.107566,0.107566
Opponent,1,7,1,1,first_serve,Serve,Slice,In,Opponent,short,ad,far,deep,ad,out wide,82.302338,near,2.690343,18.164671,-2.690343,5.605329,-0.810059,0.459128,2.585938,0.459128,0.459128
Nikol Mircheva,2,7,1,1,first_return,Backhand,Slice,Net,Opponent,short,ad,far,deep,ad,cross court,31.981562,far,0.432617,12.546875,0.432617,12.546875,3.328125,23.958788,2.078125,-3.328125,-0.188788
Nikol Mircheva,1,8,2,1,first_serve,Serve,Slice,In,Nikol Mircheva,short,deuce,far,deep,deuce,out wide,86.923096,near,-4.007526,18.268229,4.007526,5.501771,0.944824,-0.173684,2.498047,-0.173684,-0.173684
Opponent,2,8,2,1,first_return,Forehand,Flat,In,Nikol Mircheva,deep,ad,near,out,deuce_alley,down the line,33.694279,far,-3.51432,2.187675,-3.51432,2.187675,-5.417969,24.990038,1.091797,5.417969,-1.220038
Nikol Mircheva,3,8,2,1,serve_plus_one,Backhand,Flat,In,Nikol Mircheva,deep,ad,far,out,ad,cross court,80.050941,near,2.509121,21.978252,-2.509121,1.791748,-3.070312,-0.790872,1.197266,-0.790872,-0.790872
Opponent,4,8,2,1,return_plus_one,Backhand,Flat,Out,Nikol Mircheva,out,ad,near,deep,ad,cross court,48.249943,far,-3.110472,-1.641032,-3.110472,-1.641032,2.521484,24.021288,1.337891,-2.521484,-0.251288
Nikol Mircheva,1,9,2,1,first_serve,Serve,Flat,In,Opponent,short,ad,far,deep,ad,out wide,91.144188,near,3.491471,18.037924,-3.491471,5.732076,-1.013672,1.279441,2.259766,1.279441,1.279441
Opponent,2,9,2,1,first_return,Backhand,Flat,In,Opponent,deep,ad,near,deep,ad_alley,down the line,43.500263,far,-3.489539,0.607028,-3.489539,0.607028,4.597656,23.990038,1.865234,-4.597656,-0.220038
Nikol Mircheva,3,9,2,1,serve_plus_one,Forehand,Flat,In,Opponent,deep,ad,far,deep,ad,inside out,36.287155,near,0.290576,20.139799,-0.290576,3.630201,-2.517578,-0.056497,1.175781,-0.056497,-0.056497
Opponent,4,9,2,1,return_plus_one,Forehand,Topspin,In,Opponent,deep,ad,near,deep,deuce,down the line,77.509972,far,-3.856572,1.512644,-3.856572,1.512644,-0.129517,21.849413,1.681641,0.129517,1.920587
Nikol Mircheva,1,10,2,1,first_serve,Serve,Flat,Out,Nikol Mircheva,deep,deuce,far,deep,deuce,down the T,101.450714,near,-0.584092,19.498398,0.584092,4.271602,1.106445,0.240378,2.480469,0.240378,0.240378
Nikol Mircheva,1,10,2,1,second_serve,Serve,Kick,In,Nikol Mircheva,short,deuce,far,deep,deuce,down the T,61.853565,near,-1.333866,16.728903,1.333866,7.041097,0.891113,-0.243997,2.421875,-0.243997,-0.243997
Opponent,3,10,2,1,second_return,Forehand,Flat,Out,Nikol Mircheva,out,ad,near,deep,deuce,down the line,48.163052,far,-2.59874,-1.286907,-2.59874,-1.286907,-2.238281,23.708788,1.574219,2.238281,0.061212
Nikol Mircheva,1,11,2,1,first_serve,Serve,Kick,Out,Nikol Mircheva,deep,ad_alley,far,out,ad,out wide,71.341095,near,5.40183,19.173655,-5.40183,4.596345,-1.413086,-0.556497,2.462891,-0.556497,-0.556497
Nikol Mircheva,1,11,2,1,second_serve,Serve,Slice,In,Nikol Mircheva,short,ad,far,deep,ad,out wide,58.259468,near,2.369989,17.17918,-2.369989,6.59082,-1.158203,0.591941,2.210938,0.591941,0.591941
Opponent,3,11,2,1,second_return,Forehand,Slice,In,Nikol Mircheva,short,ad,near,deep,ad,inside out,53.612579,far,-2.473603,7.144574,-2.473603,7.144574,3.455078,23.521288,1.794922,-3.455078,0.248712
Nikol Mircheva,4,11,2,1,serve_plus_one,Backhand,Flat,In,Nikol Mircheva,short,deuce,far,out,ad,down the line,60.89357,near,-1.858083,17.82325,1.858083,5.94675,-3.027344,-0.704934,0.921387,-0.704934,-0.704934
Opponent,5,11,2,1,return_plus_one,Forehand,Flat,Net,Nikol Mircheva,short,deuce,far,deep,deuce,cross court,33.741734,far,-1.977539,12.40625,-1.977539,12.40625,-1.621094,20.568163,0.610352,1.621094,3.201837
Nikol Mircheva,1,12,2,1,first_serve,Serve,Slice,In,Nikol Mircheva,short,deuce,far,deep,deuce,out wide,90.929863,near,-3.574116,16.968548,3.574116,6.801452,1.069336,0.302878,2.408203,0.302878,0.302878
Opponent,2,12,2,1,first_return,Forehand,Flat,In,Nikol Mircheva,short,ad,near,deep,deuce_out,down the line,27.914228,far,-0.510254,10.890625,-0.510254,10.890625,-5.585938,24.661913,1.25,5.585938,-0.891913
Nikol Mircheva,3,12,2,1,serve_plus_one,Volley,Flat,In,Nikol Mircheva,short,ad,far,short,ad,cross court,25.114799,near,0.979992,17.015512,-0.979992,6.754488,-0.510254,10.365378,1.345703,10.365378,10.365378
Opponent,4,12,2,1,return_plus_one,Backhand,Flat,Net,Nikol Mircheva,short,deuce,far,out,ad,down the line,26.076424,far,-0.548828,15.5,-0.548828,15.5,2.181641,25.833788,1.587891,-2.181641,-2.063788
Opponent,1,13,3,1,first_serve,Serve,Flat,In,Opponent,short,deuce,near,deep,deuce,out wide,25.766264,far,2.188827,11.188416,2.188827,11.188416,-0.634277,23.05534,2.34375,0.634277,0.71466
Opponent,1,14,3,1,first_serve,Serve,Flat,In,Nikol Mircheva,short,ad,near,deep,ad,out wide,80.978195,far,-3.646829,6.1808,-3.646829,6.1808,0.710449,23.615038,2.417969,-0.710449,0.154962
Nikol Mircheva,2,14,3,1,first_return,Backhand,Topspin,In,Nikol Mircheva,short,ad,far,deep,ad_alley,down the line,48.530891,near,0.660156,15.71875,-0.660156,8.05125,-4.53125,-0.072122,1.289062,-0.072122,-0.072122
Opponent,3,14,3,1,serve_plus_one,Volley,Flat,Out,Nikol Mircheva,out,deuce,near,short,ad,down the line,19.918634,far,3.659416,-0.04569,3.659416,-0.04569,0.660156,16.927538,1.117188,-0.660156,6.842462
Opponent,1,15,3,1,first_serve,Serve,Slice,In,Nikol Mircheva,short,deuce,near,deep,deuce,down the T,71.200775,far,1.66468,6.123202,1.66468,6.123202,-0.688965,23.880663,2.316406,0.688965,-0.110663
Nikol Mircheva,2,15,3,1,first_return,Backhand,Flat,In,Nikol Mircheva,short,ad,far,out,deuce,inside in,46.732838,near,0.151855,16.1875,-0.151855,7.5825,1.456055,-0.829934,1.232422,-0.829934,-0.829934
Opponent,3,15,3,1,serve_plus_one,Volley,Flat,Net,Nikol Mircheva,short,deuce,far,short,ad,down the line,18.318287,far,-0.46167,12.226562,-0.46167,12.226562,0.151855,17.396288,1.757812,-0.151855,6.373712
Opponent,1,16,3,1,first_serve,Serve,Slice,Net,Opponent,short,deuce,far,deep,ad,down the T,44.694221,far,-0.729492,12.390625,-0.729492,12.390625,0.229736,24.365038,2.304688,-0.229736,-0.595038
Opponent,1,16,3,1,second_serve,Serve,Slice,In,Opponent,short,ad,near,deep,ad,down the T,54.593056,far,-1.450228,7.460942,-1.450228,7.460942,0.617188,22.646288,2.359375,-0.617188,1.123712
Nikol Mircheva,3,16,3,1,second_return,Forehand,Flat,Out,Opponent,out,ad,far,out,ad,inside out,62.402107,near,2.836684,25.019766,-2.836684,-1.249766,-1.739258,-1.650247,1.359375,-1.650247,-1.650247
Opponent,1,17,3,1,first_serve,Serve,Flat,Out,Nikol Mircheva,deep,deuce,near,deep,deuce,down the T,36.804451,far,0.158189,3.058573,0.158189,3.058573,-0.814941,24.146288,2.267578,0.814941,-0.376288
Opponent,1,17,3,1,second_serve,Serve,Slice,In,Nikol Mircheva,short,deuce,near,deep,deuce,down the T,62.335732,far,1.954631,7.991343,1.954631,7.991343,-1.829102,24.146288,2.421875,1.829102,-0.376288
Nikol Mircheva,3,17,3,1,second_return,Forehand,Flat,In,Nikol Mircheva,deep,ad,far,deep,deuce,down the line,55.039375,near,0.399803,19.47883,-0.399803,4.29117,3.552734,-0.134622,1.131836,-0.134622,-0.134622
Opponent,4,17,3,1,serve_plus_one,Forehand,Slice,In,Nikol Mircheva,deep,ad,near,deep,deuce,down the line,38.712059,far,-1.100129,1.922715,-1.100129,1.922715,-0.803223,23.474413,1.268555,0.803223,0.295587
Nikol Mircheva,5,17,3,1,return_plus_one,Forehand,Flat,In,Nikol Mircheva,deep,ad,far,out,ad,inside out,54.016083,near,3.428129,23.736736,-3.428129,0.033264,-1.048828,-1.298684,1.046875,-1.298684,-1.298684
Opponent,6,17,3,1,in_play,Backhand,Slice,In,Nikol Mircheva,deep,ad,near,deep,ad,cross court,39.27454,far,-2.088065,5.479426,-2.088065,5.479426,2.917969,24.927538,1.53125,-2.917969,-1.157538
Nikol Mircheva,7,17,3,1,in_play,Backhand,Slice,In,Nikol Mircheva,deep,deuce,far,deep,ad,down the line,42.500557,near,-2.142542,23.672054,2.142542,0.097946,-2.720703,3.31069,1.925781,3.31069,3.31069
Opponent,8,17,3,1,in_play,Forehand,Topspin,In,Nikol Mircheva,deep,ad,near,deep,deuce,down the line,44.33535,far,-2.884942,4.951103,-2.884942,4.951103,-2.4375,24.802538,1.169922,2.4375,-1.032538
Nikol Mircheva,9,17,3,1,in_play,Backhand,Flat,In,Nikol Mircheva,deep,ad,far,deep,ad,cross court,63.724697,near,2.583359,19.269825,-2.583359,4.500175,-2.257812,-0.072122,1.119141,-0.072122,-0.072122
Opponent,10,17,3,1,in_play,Backhand,Slice,In,Nikol Mircheva,short,ad,near,out,ad,cross court,30.079548,far,-2.580559,9.243564,-2.580559,9.243564,3.482422,25.302538,1.394531,-3.482422,-1.532538
Nikol Mircheva,11,17,3,1,in_play,Backhand,Slice,In,Nikol Mircheva,deep,deuce,far,short,ad,down the line,37.13974,near,-3.945841,21.501852,3.945841,2.268148,-3.210938,7.959128,0.870117,7.959128,7.959128
Opponent,12,17,3,1,in_play,Forehand,Topspin,In,Nikol Mircheva,short,ad,near,deep,deuce,down the line,37.270531,far,-0.072083,9.445312,-0.072083,9.445312,-3.294922,24.865038,1.216797,3.294922,-1.095038
Nikol Mircheva,13,17,3,1,in_play,Volley,Flat,In,Nikol Mircheva,short,ad,far,short,ad,cross court,21.650688,near,1.755907,14.948046,-1.755907,8.821954,-0.072083,8.920066,1.085938,8.920066,8.920066
Opponent,1,18,3,1,first_serve,Serve,Slice,In,Opponent,short,ad,near,deep,ad,out wide,85.936913,far,-3.099487,6.81603,-3.099487,6.81603,0.719238,24.193163,2.4375,-0.719238,-0.423163
Opponent,1,18,3,1,second_serve,Serve,Flat,Out,Opponent,deep,ad,near,deep,ad,out wide,83.405586,far,-3.730141,5.476971,-3.730141,5.476971,0.756348,23.443163,2.367188,-0.756348,0.326837
Nikol Mircheva,3,18,3,1,second_return,Backhand,Topspin,In,Opponent,short,deuce,far,deep,ad_alley,down the line,40.702854,near,-0.039154,17.796875,0.039154,5.973125,-4.710938,-0.017434,0.932129,-0.017434,-0.017434
Opponent,4,18,3,1,serve_plus_one,Volley,Flat,In,Opponent,short,deuce,near,short,deuce,cross court,22.516716,far,3.457219,6.934205,3.457219,6.934205,-0.039154,19.005663,1.010742,0.039154,4.764337
Nikol Mircheva,1,19,3,1,first_serve,Serve,Flat,Net,Nikol Mircheva,short,deuce,far,deep,deuce,down the T,52.959278,far,-0.71875,17.078125,-0.71875,17.078125,-0.948242,23.583879,2.560547,0.948242,0.186121
Nikol Mircheva,1,19,4,1,second_serve,Serve,Flat,In,Nikol Mircheva,short,deuce,near,deep,deuce,out wide,79.928085,far,3.636549,6.614375,3.636549,6.614375,-1.054688,23.708788,2.548828,1.054688,0.061212
Opponent,3,19,4,1,second_return,Forehand,Slice,Out,Nikol Mircheva,out,ad,far,deep,deuce_alley,down the line,38.704784,near,1.550414,26.638432,-1.550414,-2.868432,4.394531,0.162253,1.193359,0.162253,0.162253
Nikol Mircheva,1,20,4,1,first_serve,Serve,Slice,Out,Opponent,deep,ad_alley,near,deep,ad,out wide,75.726326,far,-4.722656,3.664062,-4.722656,3.664062,0.714355,23.115038,2.269531,-0.714355,0.654962
Nikol Mircheva,1,21,4,1,first_serve,Serve,Flat,Net,Nikol Mircheva,short,ad,far,deep,ad,down the T,44.399426,far,0.108826,17.234375,0.108826,17.234375,0.608398,23.566031,2.296875,-0.608398,0.203969
Nikol Mircheva,1,21,4,1,second_serve,Serve,Slice,In,Nikol Mircheva,short,ad,near,deep,ad,out wide,61.72477,far,-2.690434,7.843165,-2.690434,7.843165,1.368164,24.708788,2.484375,-1.368164,-0.938788
Opponent,3,21,4,1,second_return,Backhand,Topspin,Net,Nikol Mircheva,short,ad,near,out,ad_alley,down the line,35.029404,near,-0.393555,5.963419,0.393555,17.806581,-4.660156,-1.884622,0.901367,-1.884622,-1.884622
Nikol Mircheva,1,22,4,1,first_serve,Serve,Flat,In,Nikol Mircheva,short,deuce,near,deep,deuce,down the T,74.089111,far,0.276539,7.194478,0.276539,7.194478,-0.908203,22.443163,2.570312,0.908203,1.326837
Nikol Mircheva,1,23,4,1,first_serve,Serve,Slice,In,Opponent,short,ad,near,deep,ad,out wide,65.137512,far,-3.885729,6.924707,-3.885729,6.924707,1.513672,24.427538,2.486328,-1.513672,-0.657538
Opponent,2,23,4,1,first_return,Backhand,Topspin,In,Opponent,short,deuce,far,deep,ad_alley,down the line,45.986736,near,-0.847656,17.015625,0.847656,6.754375,-4.886719,-0.251809,1.150391,-0.251809,-0.251809
Nikol Mircheva,3,23,4,1,serve_plus_one,Forehand,Topspin,In,Opponent,deep,ad,near,deep,ad,inside out,58.270714,far,-2.950234,3.319836,-2.950234,3.319836,1.620117,23.365038,0.871582,-1.620117,0.404962
Opponent,4,23,4,1,return_plus_one,Backhand,Flat,In,Opponent,short,deuce,far,out,ad,down the line,59.519936,near,-0.839844,17.921875,0.839844,5.848125,-3.671875,-0.775247,0.938477,-0.775247,-0.775247
Nikol Mircheva,5,23,4,1,in_play,Volley,Flat,In,Opponent,short,deuce,near,short,deuce,cross court,21.650688,far,2.249478,7.896819,2.249478,7.896819,-0.839844,19.130663,0.735352,0.839844,4.639337
Opponent,6,23,4,1,in_play,Forehand,Topspin,In,Opponent,short,ad,far,deep,deuce,down the line,29.153847,near,2.480469,17.946188,-2.480469,5.823812,3.771484,4.271628,1.203125,4.271628,4.271628
Opponent,1,24,5,1,first_serve,Serve,Flat,Net,Opponent,short,ad,near,deep,deuce,down the T,45.280449,near,-0.573242,11.796875,0.573242,11.973125,0.636719,0.201316,2.650391,0.201316,0.201316
Opponent,1,24,5,1,second_serve,Serve,Slice,In,Opponent,short,deuce,far,deep,deuce,out wide,63.963898,near,-2.659871,17.042641,2.659871,6.727359,1.5,0.779441,2.390625,0.779441,0.779441
Nikol Mircheva,3,24,5,1,second_return,Forehand,Topspin,In,Opponent,deep,deuce,near,out,deuce_alley,down the line,47.772415,far,1.594384,2.18342,1.594384,2.18342,-4.375,25.490038,1.138672,4.375,-1.720038
Opponent,4,24,5,1,serve_plus_one,Forehand,Topspin,In,Opponent,deep,ad,far,out,deuce,down the line,42.029285,near,3.620244,22.312752,-3.620244,1.457248,1.677734,-1.650247,1.208984,-1.650247,-1.650247
Nikol Mircheva,5,24,5,1,return_plus_one,Backhand,Topspin,In,Opponent,deep,ad,near,out,ad,cross court,49.006325,far,-2.155229,2.431411,-2.155229,2.431411,3.451172,25.990038,1.941406,-3.451172,-2.220038
Opponent,6,24,5,1,in_play,Backhand,Topspin,In,Opponent,deep,ad,far,out,ad,cross court,43.000435,near,3.287434,20.980139,-3.287434,2.789861,-3.044922,-2.017435,1.755859,-2.017435,-2.017435
Nikol Mircheva,7,24,5,1,in_play,Backhand,Topspin,In,Opponent,deep,ad,near,out,ad,cross court,48.657368,far,-2.5606,2.839256,-2.5606,2.839256,2.90625,25.583788,2.066406,-2.90625,-1.813788
Opponent,8,24,5,1,in_play,Backhand,Flat,In,Opponent,short,ad,far,deep,ad,cross court,50.202682,near,2.076404,18.013813,-2.076404,5.756187,-2.841797,0.568503,1.726562,0.568503,0.568503
Nikol Mircheva,9,24,5,1,in_play,Backhand,Slice,Net,Opponent,short,ad,far,deep,ad,cross court,39.668133,far,2.683594,12.101562,2.683594,12.101562,2.660156,24.427538,1.009766,-2.660156,-0.657538
Opponent,1,25,5,1,first_serve,Serve,Flat,Out,Opponent,short,ad_alley,far,deep,ad,out wide,77.130653,near,5.286068,17.319475,-5.286068,6.450525,-0.387451,0.173577,2.267578,0.173577,0.173577
Opponent,1,25,5,1,second_serve,Serve,Slice,In,Opponent,short,ad,far,deep,ad,down the T,57.985001,near,1.981364,17.617777,-1.981364,6.152223,-1.188477,0.185691,2.361328,0.185691,0.185691
Nikol Mircheva,3,25,5,1,second_return,Forehand,Topspin,In,Opponent,deep,ad,near,deep,ad,inside out,52.180305,far,-1.520043,5.478947,-1.520043,5.478947,2.310547,24.271288,1.511719,-2.310547,-0.501288
Opponent,4,25,5,1,serve_plus_one,Backhand,Flat,In,Opponent,short,ad,far,out,ad,cross court,35.620678,near,2.276771,16.439623,-2.276771,7.330377,-2.275391,-1.228372,1.169922,-1.228372,-1.228372
Nikol Mircheva,5,25,5,1,return_plus_one,Backhand,Slice,In,Opponent,deep,ad,near,deep,ad,cross court,46.918247,far,-3.601192,0.06022,-3.601192,0.06022,2.148438,20.599413,0.809082,-2.148438,3.170587
Opponent,6,25,5,1,in_play,Backhand,Flat,Net,Opponent,short,ad,near,deep,ad,cross court,39.411263,near,-2.818359,5.721681,2.818359,18.048319,-2.818359,0.998191,0.436768,0.998191,0.998191
Opponent,1,25,5,1,second_serve,Serve,Flat,Out,Opponent,deep,deuce,far,deep,deuce,down the T,85.647629,near,-0.233667,19.202648,0.233667,4.567352,0.895508,0.435691,2.472656,0.435691,0.435691
Nikol Mircheva,8,25,5,1,second_return,Backhand,Flat,In,Opponent,short,deuce,near,deep,deuce,inside out,28.897978,far,3.136523,6.75591,3.136523,6.75591,-0.578613,23.896288,1.662109,0.578613,-0.126288
Opponent,9,25,5,1,serve_plus_one,Forehand,Flat,In,Opponent,deep,ad,far,short,deuce,down the line,35.294765,near,3.340201,23.774401,-3.340201,-0.004401,2.601562,5.205222,1.65625,5.205222,5.205222
Opponent,1,26,5,1,first_serve,Serve,Slice,Out,Nikol Mircheva,deep,ad,far,deep,ad,out wide,80.1894,near,3.134454,19.941492,-3.134454,3.828508,-0.953613,0.412253,2.5625,0.412253,0.412253
Opponent,1,26,5,1,second_serve,Serve,Slice,In,Nikol Mircheva,short,ad,far,deep,ad,down the T,62.059776,near,1.63078,16.370007,-1.63078,7.399993,-0.924316,0.302878,2.347656,0.302878,0.302878
Nikol Mircheva,3,26,5,1,second_return,Forehand,Topspin,In,Nikol Mircheva,deep,ad,near,deep,ad,inside out,54.60638,far,-1.863065,3.756761,-1.863065,3.756761,2.4375,24.146288,1.196289,-2.4375,-0.376288
Opponent,4,26,5,1,serve_plus_one,Backhand,Flat,In,Nikol Mircheva,short,ad,far,out,ad,cross court,55.451904,near,2.667421,18.147738,-2.667421,5.622262,-2.453125,-1.220559,1.162109,-1.220559,-1.220559
Nikol Mircheva,5,26,5,1,return_plus_one,Backhand,Slice,In,Nikol Mircheva,deep,ad,near,out,ad,cross court,48.261127,far,-1.893208,0.627982,-1.893208,0.627982,3.078125,25.021288,0.871582,-3.078125,-1.251288
Opponent,6,26,5,1,in_play,Backhand,Flat,In,Nikol Mircheva,deep,ad,far,out,ad,cross court,43.039227,near,0.56035,19.199305,-0.56035,4.570695,-2.255859,-2.134622,0.96875,-2.134622,-2.134622
Nikol Mircheva,7,26,5,1,in_play,Forehand,Flat,In,Nikol Mircheva,short,ad,near,out,ad,inside out,63.559399,far,-3.336929,6.906824,-3.336929,6.906824,0.524902,25.302538,1.371094,-0.524902,-1.532538
Opponent,1,27,5,1,first_serve,Serve,Slice,Out,Nikol Mircheva,deep,deuce,far,deep,deuce,down the T,87.837639,near,-0.968851,19.577503,0.968851,4.192497,0.642578,0.357566,2.548828,0.357566,0.357566
Nikol Mircheva,2,27,5,1,first_return,Backhand,Topspin,In,Nikol Mircheva,short,ad,near,deep,deuce,inside in,58.793022,far,-0.638184,6.078125,-0.638184,6.078125,-1.342773,24.255663,1.188477,1.342773,-0.485663
Opponent,3,27,5,1,serve_plus_one,Volley,Flat,In,Nikol Mircheva,short,deuce,far,short,ad,down the line,23.382744,near,-0.736838,17.257387,0.736838,6.512613,-0.638184,5.552878,0.34082,5.552878,5.552878
Nikol Mircheva,4,27,5,1,return_plus_one,Forehand,Flat,In,Nikol Mircheva,short,deuce,near,deep,deuce,cross court,46.963879,far,2.089844,10.078125,2.089844,10.078125,-1.073242,23.740038,0.567871,1.073242,0.029962
Opponent,5,27,5,1,in_play,Volley,Flat,Out,Nikol Mircheva,deep,deuce_alley,far,short,deuce,down the line,20.784662,near,-4.403707,22.527443,4.403707,1.242557,2.089844,9.552878,2.083984,9.552878,9.552878
Nikol Mircheva,1,28,6,1,first_serve,Serve,Slice,In,Opponent,short,deuce,far,deep,deuce,out wide,85.872131,near,-2.30219,16.553757,2.30219,7.216243,0.69873,0.506687,2.238281,0.506687,0.506687
Opponent,2,28,6,1,first_return,Forehand,Slice,In,Opponent,short,ad,near,deep,deuce,down the line,38.95166,far,-0.712654,5.567099,-0.712654,5.567099,-4.097656,23.661913,1.516602,4.097656,0.108087
Nikol Mircheva,3,28,6,1,serve_plus_one,Forehand,Flat,Out,Opponent,out,ad,far,deep,ad,inside out,60.761322,near,3.082031,26.34375,-3.082031,-2.57375,-0.203247,0.310691,0.831055,0.310691,0.310691
Nikol Mircheva,1,29,6,1,first_serve,Serve,Slice,In,Nikol Mircheva,short,ad,far,deep,ad,out wide,64.606216,near,3.516103,18.285524,-3.516103,5.484476,-1.52832,0.115378,2.373047,0.115378,0.115378
Opponent,2,29,6,1,first_return,Backhand,Topspin,In,Nikol Mircheva,short,ad,near,deep,ad_alley,down the line,37.888748,far,-3.457239,5.745214,-3.457239,5.745214,4.21875,24.458788,1.46582,-4.21875,-0.688788
Nikol Mircheva,3,29,6,1,serve_plus_one,Backhand,Topspin,In,Nikol Mircheva,deep,ad,far,deep,ad_alley,down the line,56.244301,near,2.777568,21.107992,-2.777568,2.662008,-4.824219,-0.275247,1.036133,-0.275247,-0.275247
Opponent,4,29,6,1,return_plus_one,Backhand,Topspin,In,Nikol Mircheva,short,ad,near,out,ad,cross court,36.847939,far,-2.584676,8.155591,-2.584676,8.155591,3.167969,24.990038,1.414062,-3.167969,-1.220038
Nikol Mircheva,5,29,6,1,in_play,Backhand,Slice,In,Nikol Mircheva,deep,deuce,far,deep,ad,down the line,48.669453,near,-4.095679,23.692791,4.095679,0.077209,-3.830078,4.302878,0.634766,4.302878,4.302878
Opponent,6,29,6,1,in_play,Forehand,Flat,In,Nikol Mircheva,deep,ad,near,out,deuce,down the line,33.556572,far,-2.404967,2.16214,-2.404967,2.16214,-3.298828,25.302538,0.797852,3.298828,-1.532538
Nikol Mircheva,7,29,6,1,in_play,Backhand,Flat,In,Nikol Mircheva,short,deuce,far,out,ad,down the line,28.906773,near,-2.191406,12.3125,2.191406,11.4575,-1.410156,-4.25181,1.15332,-4.25181,-4.25181
Nikol Mircheva,1,30,6,1,first_serve,Serve,Flat,Out,Nikol Mircheva,deep,deuce,far,deep,deuce,down the T,90.004059,near,-0.983613,18.597454,0.983613,5.172546,1.047852,0.271628,2.542969,0.271628,0.271628
Nikol Mircheva,1,30,6,1,second_serve,Serve,Kick,In,Nikol Mircheva,short,deuce,far,deep,deuce,down the T,61.815109,near,-0.892853,17.514671,0.892853,6.255329,1.087891,-0.384622,2.574219,-0.384622,-0.384622
